Cross-Track Error (m),Heading Error (rad),Desired Velocity (m/s),Command Steer Angle (rad),Integral of CT Error,Integral of Heading Error,Derivative of CT Error,Derivative of Heading Error
4.162783275470272e-05,-1.1423099468998998e-05,20.2829109916495,0.00015142910013352898,2.081391637735136e-05,-5.711549734499499e-06,0.0004162783275470272,-0.00011423099468998998
4.1769396799500646e-05,-1.3164987661795635e-05,20.2829109916495,0.0001382107649305753,6.251253115445305e-05,-1.8005593299896816e-05,0.00034187830476391256,-0.00010929707013541578
3.928095513199984e-05,-1.3644819407687692e-05,20.2829109916495,0.00011909310833813167,0.00010303770712020329,-3.141049683463848e-05,0.0002570964160113757,-9.378698234617707e-05
3.387478073457485e-05,-3.746487742262161e-07,20.2829109916495,8.709544259087116e-05,0.00013961557505349064,-3.842023092559543e-05,0.00016120457312362568,4.390311111186854e-05
1.7252324538166127e-05,3.0883100631302244e-05,20.2829109916495,1.3120021007406477e-05,0.00016517912768986112,-2.316600499705742e-05,-1.9218587411658314e-05,0.0003200820855054239
-1.291926482960156e-05,6.121720601392499e-05,20.2829109916495,-9.833809973840225e-05,0.0001673456575441434,2.28841483255562e-05,-0.0002900114748619721,0.0005376499370737353
-4.785326551753781e-05,7.788160096991471e-05,20.2829109916495,-0.0002094028310438131,0.00013695939237057372,9.243355181747606e-05,-0.0005548639402319431,0.0005913899026602355
-7.926448008937379e-05,8.56321063915396e-05,20.2829109916495,-0.0002960424698987299,7.340051956711792e-05,0.00017419040549820322,-0.0007395360835700986,0.0005543236060095097
-0.00010381377216868329,0.00010054936932749455,20.2829109916495,-0.00035860341819338214,-1.8138606561910625e-05,0.0002672811433577203,-0.0008282503600056216,0.0005891489770619166
-0.00012853404539888384,0.00012981671921471403,20.2829109916495,-0.00042734407360799044,-0.0001343125153456942,0.0003824641876288246,-0.0009023891420973318,0.000748097798389018
-0.00015690567091648168,0.00015370615009305328,20.2829109916495,-0.0005044735939597067,-0.00027703237350337696,0.0005242256222827082,-0.0009962422573305243,0.0008292566612122805
-0.00017972177949101176,0.0001753406899739199,20.2829109916495,-0.000560864721592457,-0.0004453460987071237,0.0006887490423161948,-0.0010225264703116117,0.0008751603580906532
-0.000203688789261737,0.00020876346708151379,20.2829109916495,-0.0006279924693622839,-0.0006370513830834981,0.0008808011208439117,-0.0010544944736251846,0.0010198837212341155
-0.00023154758222825096,0.00023879518025331854,20.2829109916495,-0.0007071060908618999,-0.0008546695688284921,0.0011045804445113279,-0.0011160299599343685,0.0011074658916625012
-0.0002570673340196565,0.00027188818967886926,20.2829109916495,-0.0007800757364659772,-0.0010989770269524458,0.0013599221294774218,-0.001145113165322715,0.0012069539970470528
-0.00028829820487497016,0.00030881819126825003,20.2829109916495,-0.0008748885211351306,-0.0013716597963997592,0.0016502753199509814,-0.0012208277794032553,0.0013232351029419595
-0.00031934507484987994,0.00034663086016027277,20.2829109916495,-0.000969225730680444,-0.0016754814362621843,0.001977999845665243,-0.0012811033647382067,0.0014263984377890825
