Cross-Track Error (m),Heading Error (rad),Desired Velocity (m/s),Command Steer Angle (rad)
-8.419748017070203e-05,6.99565899589876e-05,22.366919422625255,-0.00030224893859476644
-0.00012065117802707719,0.00010495960724350964,22.366919422625255,-0.00040136548929279
-0.00016235694012916308,0.00013316466477720465,22.366919422625255,-0.0005086997668249773
-0.00019853680081555398,0.00016114880036160507,22.366919422625255,-0.0005953645054918195
-0.00024029676641590497,0.00019313133865588914,22.366919422625255,-0.0006994451439234047
-0.0002801924982787107,0.00022261494934412945,22.366919422625255,-0.0007948117713740909
-0.00031953427385624726,0.00024322697243782694,22.366919422625255,-0.000883722213296625
-0.000346065858987864,0.0002464631831739074,22.366919422625255,-0.0009263816397833505
-0.00035296567593901993,0.0002270933309277048,22.366919422625255,-0.0009040443204416601
-0.0003328120637442395,0.0002014700454901455,22.366919422625255,-0.000807923157308619
-0.00030223987202271195,0.00017970461279849553,22.366919422625255,-0.000698419370195124
-0.0002585089613703059,0.0001612002510106372,22.366919422625255,-0.000566839452333345
-0.00021810315672753333,0.00015148869783448757,22.366919422625255,-0.0004653148554599659
-0.00018224052004948017,0.00013227502275519161,22.366919422625255,-0.0003838058302289022
-0.00013564614704496706,9.332381188229113e-05,22.366919422625255,-0.00026783313319453774
-8.153637012413707e-05,4.9790049795807095e-05,22.366919422625255,-0.00013562749439461968
-2.4942692008000618e-05,9.991061879854153e-06,22.366919422625255,-6.1191052424407466e-06
2.9331921812299243e-05,-2.280296076229149e-05,22.366919422625255,0.0001064635169211602
7.563010246297297e-05,-4.5872381850387e-05,22.366919422625255,0.0001867093351663268
0.000111030189362121,-6.226899179573309e-05,22.366919422625255,0.00023126655838206746
0.00013127133271257686,-6.577679888053467e-05,22.366919422625255,0.0002281678063387816
0.00013182401238878382,-5.33257604269366e-05,22.366919422625255,0.00016654569076669668
0.00011418611120708959,-3.655359765541988e-05,22.366919422625255,6.106687619890565e-05
8.092332233849522e-05,-1.2932992730085857e-05,22.366919422625255,-7.905105653052074e-05
3.045324503936159e-05,2.505347063234384e-05,22.366919422625255,-0.0002609440267082755
-2.3157420147103247e-05,6.150205445684589e-05,22.366919422625255,-0.0004335938037523409
-8.866630942686699e-05,0.00010302059074901622,22.366919422625255,-0.000629502423321346
-0.00016701435480177503,0.00016405952229241736,22.366919422625255,-0.0008588893228260624
-0.0002610172618164777,0.00022787345635778193,22.366919422625255,-0.0011218399481821464
-0.00035410934966711587,0.0002770815591066095,22.366919422625255,-0.0013599411958066933
-0.0004349100228211213,0.0003204798380945105,22.366919422625255,-0.0015482597509224021
-0.0005088163127219972,0.00036685148200723064,22.366919422625255,-0.0017140617749498612
-0.0005754161919235021,0.0004021853784152539,22.366919422625255,-0.0018530020089347666
-0.0006206987520786599,0.00041880757617643685,22.366919422625255,-0.001922797189905871
-0.0006431032068735067,0.00041870378497829946,22.366919422625255,-0.0019262113372136265
-0.0006379882386940729,0.0004056705797019463,22.366919422625255,-0.0018566867093031767
-0.0006112323863620597,0.0003977204277207702,22.366919422625255,-0.0017459872235309059
-0.0005818083555334123,0.000388935349698524,22.366919422625255,-0.0016497596676060123
-0.0005398128008695221,0.00036243805244012047,22.366919422625255,-0.0015263053331165109
-0.00048360199270471656,0.0003190843434967964,22.366919422625255,-0.001370760011871654
-0.00041116983274588936,0.0002668719675761337,22.366919422625255,-0.0011810840633251318
-0.00033110662329448326,0.00021298170390629274,22.366919422625255,-0.0009866573556220936
-0.0002467817981525701,0.00015212162041100563,22.366919422625255,-0.000792393499463644
-0.00015305041198321824,7.436092466362983e-05,22.366919422625255,-0.0005749674860562563
-4.575456954359185e-05,-1.4906745147591494e-05,22.366919422625255,-0.0003235796450954705
6.420390007107625e-05,-0.00011118125708531323,22.366919422625255,-7.294703614954811e-05
0.0001895314751694809,-0.00021765933483042232,22.366919422625255,0.00021949232258952362
0.0003247121670393092,-0.0003174009959669988,22.366919422625255,0.0005279917445459766
0.00045184970733475944,-0.0004004499906624659,22.366919422625255,0.0007954694950675133
0.0005650877564845338,-0.0004784807711004646,22.366919422625255,0.0010164094653466673
0.0006693886291345612,-0.0005400714165118004,22.366919422625255,0.001206300856165925
0.0007426500366212905,-0.0005856137390880534,22.366919422625255,0.0013033382064544998
0.0007989467920705561,-0.0006245235784314573,22.366919422625255,0.001363092414852124
0.0008315368716456613,-0.0006410574095658816,22.366919422625255,0.0013606144136356813
0.0008326631161699453,-0.0006392105323813624,22.366919422625255,0.0012788838547317539
0.0008098512097249019,-0.0006308402793830936,22.366919422625255,0.0011512729039777842
0.0007708539026524464,-0.0006295511311247282,22.366919422625255,0.0010091583005258664
0.0007355678903419526,-0.0006332748969652968,22.366919422625255,0.0009093208392899686
0.0007005388654269184,-0.0006320629712694981,22.366919422625255,0.000829623466001324
0.0006699902070019336,-0.0006273923510580204,22.366919422625255,0.0007787354421982233
0.000643386500993203,-0.0006104514387255122,22.366919422625255,0.0007457036678183376
0.0006106481165796268,-0.0005814120872376094,22.366919422625255,0.0006968338518762178
0.0005742361556847016,-0.0005609462031745949,22.366919422625255,0.0006495256362147076
0.0005503701417097106,-0.0005496046856183767,22.366919422625255,0.000651252067405632
0.0005319013213509261,-0.0005389030149904883,22.366919422625255,0.0006711167933571039
0.0005215602944676984,-0.0005175297070847407,22.366919422625255,0.0007093532074029358
0.0005003909204683193,-0.0004921213292439219,22.366919422625255,0.0007104623718555707
0.0004847174188031017,-0.0004787912691668339,22.366919422625255,0.0007344007443499493
0.00047381534816478974,-0.00047331027235042455,22.366919422625255,0.0007749340101841809
0.00047161068880914884,-0.00048225564204251725,22.366919422625255,0.0008456979753480355
0.00048616838961256306,-0.000509424843563977,22.366919422625255,0.0009704533550893279
0.0005216028567243652,-0.0005529841800173685,22.366919422625255,0.0011566721611402796
0.0005794688541493749,-0.0006052196571157964,22.366919422625255,0.0014010987820446963
0.0006523591067766209,-0.000663335331732462,22.366919422625255,0.0016769439375627715
0.0007403036545278118,-0.0007234055340203938,22.366919422625255,0.0019820049854487745
0.0008320193605231133,-0.0007893629641921862,22.366919422625255,0.002284691546006196
0.00093536242414202,-0.0008512166834098167,22.366919422625255,0.002606727260698452
0.0010259483521651985,-0.00089476882241879,22.366919422625255,0.0028691890187474327
0.0011003949953915417,-0.0009345121257862132,22.366919422625255,0.0030768041371630668
0.0011632495577672802,-0.0009767683231043378,22.366919422625255,0.003253144075689644
0.0012167411146145962,-0.0010153116252702432,22.366919422625255,0.0034058285552861296
0.0012567225015217938,-0.0010491709121813741,22.366919422625255,0.0035246002679673043
0.0012882408359247892,-0.0010884152448991102,22.366919422625255,0.003632584661144287
0.0013213766608667656,-0.001124244132886254,22.366919422625255,0.0037562310402088988
0.0013451420853015923,-0.0011422913565226622,22.366919422625255,0.0038534854181898697
0.001354516653169042,-0.0011407985327442915,22.366919422625255,0.003909835761911265
0.0013434100488436502,-0.0011109690156558827,22.366919422625255,0.003905092715831554
0.0012984829953962634,-0.001060963754237143,22.366919422625255,0.003807061393884692
0.0012310947619708222,-0.0010046002554009448,22.366919422625255,0.003662549078566563
0.001144771523140868,-0.0009441897141240219,22.366919422625255,0.003484487841078122
0.0010485796220467555,-0.0008697032672468907,22.366919422625255,0.0032945109322246664
0.000931207664756473,-0.0007744086333483224,22.366919422625255,0.0030525614277595466
0.0007967097192926188,-0.0006762412922016736,22.366919422625255,0.002780136574847062
0.0006595631892444024,-0.0005956602171828251,22.366919422625255,0.0025293962341579185
0.0005408146002070735,-0.0005252225458107773,22.366919422625255,0.0023539307574607284
0.00043214554555288145,-0.00044374123441670577,22.366919422625255,0.0022082237642681284
