Cross-Track Error (m),Heading Error (rad),Desired Velocity (m/s),Command Steer Angle (rad)
-8.319305860983578e-05,0.00012947084609154485,16.965882298209223,-0.0004128874860405405
-0.00012789466558532067,0.00019246536244520767,16.965882298209223,-0.0005847081352855411
-0.00017962922185869466,0.00024385979318185196,16.965882298209223,-0.000769875911180603
-0.0002230011844404768,0.0002749576919912949,16.965882298209223,-0.0009036276459090013
-0.0002544849427899744,0.0002835994785955866,16.965882298209223,-0.000976818182534431
-0.00026145475266667524,0.0002636621692048919,16.965882298209223,-0.000942754042185882
-0.00024201707173683107,0.0002276092765172824,16.965882298209223,-0.0008094209489352077
-0.0001993818211632026,0.00017681533630492432,16.965882298209223,-0.0005977564414528229
-0.00013727842514888282,0.00012796847132388222,16.965882298209223,-0.0003352426475415651
-7.149239165805932e-05,9.708389972935285e-05,16.965882298209223,-9.355046680183107e-05
-1.0447204293647535e-05,6.0397131506447616e-05,16.965882298209223,0.0001109547466935719
4.64180867173077e-05,1.688696432170986e-05,16.965882298209223,0.00028805375444517964
9.579743464515226e-05,-1.8380938576534334e-05,16.965882298209223,0.0004227423283428727
0.00013230784058027674,-3.188713547430666e-05,16.965882298209223,0.0004927891287173675
0.00014521986547140744,-3.070110521630198e-05,16.965882298209223,0.00046612209312130593
0.00014177982197471727,-4.338015142746343e-05,16.965882298209223,0.00039434185039614617
0.00013477427236619068,-7.566927257851574e-05,16.965882298209223,0.0003345371658159002
0.00013456886009094587,-0.00011972033313956132,16.965882298209223,0.0003216945907801105
0.0001436590009930047,-0.00016732657636442383,16.965882298209223,0.00035619772115232627
0.00016300863508366813,-0.00021018389093452328,16.965882298209223,0.0004325684556808856
0.00018651009933954945,-0.00024738427055037704,16.965882298209223,0.0005220985192490032
0.0002139044721707028,-0.00027515578670112006,16.965882298209223,0.0006208194214673379
0.00023591916631976998,-0.00029649330698244825,16.965882298209223,0.0006932188202906016
0.00025611248579797435,-0.00033414852202984235,16.965882298209223,0.0007675533622190855
0.0002839246276688332,-0.00036819127898102266,16.965882298209223,0.0008718135728560901
0.0003036450668881805,-0.000398305112581987,16.965882298209223,0.0009415800014831827
0.00032725562112880386,-0.0004458196381795787,16.965882298209223,0.0010381852451836517
0.00035637312139367267,-0.0004966478305865607,16.965882298209223,0.0011593776527519676
0.00038796051598721597,-0.0005408399719426527,16.965882298209223,0.0012865117993431554
0.00041682893466157877,-0.0005688685056597365,16.965882298209223,0.0013942868688422271
0.00043441837614670244,-0.0005856682752058973,16.965882298209223,0.0014534362252608217
0.00044297149720702876,-0.00061216769265382,16.965882298209223,0.0014877794993285326
0.00045212547974042225,-0.0006591599831207162,16.965882298209223,0.0015431317559612238
0.0004699776150398132,-0.0007097535077003059,16.965882298209223,0.0016411963739588432
0.0004892387026932023,-0.0007638709675550359,16.965882298209223,0.0017491238794926478
0.0005183395843424118,-0.0008351260763195256,16.965882298209223,0.0019061371642986739
0.0005592045598699919,-0.000924224886820646,16.965882298209223,0.002116547082216046
0.0006166375551673606,-0.0010258405522982628,16.965882298209223,0.0023930785105189295
0.0006855120739837183,-0.0011408550910072535,16.965882298209223,0.002711765528790672
0.0007700210423277145,-0.0012810261695275216,16.965882298209223,0.0030936182577125616
0.0008726961507921409,-0.0014320439934438767,16.965882298209223,0.0035390379484927198
0.0009831078191232783,-0.0015770060673556685,16.965882298209223,0.003996190569969521
0.0010920523167166315,-0.0017236683784558338,16.965882298209223,0.0044350736212405845
0.0011997154588364086,-0.0018701130818623568,16.965882298209223,0.004860795492341685
0.0012973728994683758,-0.0020040008579957913,16.965882298209223,0.0052372828870190695
0.0013791151652288263,-0.002109101889316456,16.965882298209223,0.005539960806995148
0.0014295457746411357,-0.0021762585104037058,16.965882298209223,0.005711382911605193
